TX	Date	RX	NonEqualized_Signal_Count
2-15	2021_03_01	8-8	50
2-15	2021_03_08	1-1	50
2-15	2021_03_08	1-19	50
2-15	2021_03_08	1-20	50
2-15	2021_03_08	13-7	50
2-15	2021_03_08	14-7	50
2-15	2021_03_08	18-19	50
2-15	2021_03_08	18-2	50
2-15	2021_03_08	19-1	50
2-15	2021_03_08	19-2	50
2-15	2021_03_08	2-1	50
2-15	2021_03_08	20-1	50
2-15	2021_03_08	20-19	50
2-15	2021_03_08	3-19	50
2-15	2021_03_08	7-14	50
2-15	2021_03_08	7-7	50
2-15	2021_03_08	8-14	50
2-15	2021_03_08	8-7	50
2-15	2021_03_08	8-8	50
2-15	2021_03_15	1-1	50
2-15	2021_03_15	1-19	50
2-15	2021_03_15	1-20	50
2-15	2021_03_15	13-7	50
2-15	2021_03_15	14-7	50
2-15	2021_03_15	18-19	50
2-15	2021_03_15	18-2	50
2-15	2021_03_15	19-1	50
2-15	2021_03_15	19-2	50
2-15	2021_03_15	2-1	50
2-15	2021_03_15	20-1	50
2-15	2021_03_15	20-19	50
2-15	2021_03_15	3-19	50
2-15	2021_03_15	7-14	50
2-15	2021_03_15	7-7	50
2-15	2021_03_15	8-14	50
2-15	2021_03_15	8-7	50
2-15	2021_03_15	8-8	50
2-15	2021_03_23	1-1	50
2-15	2021_03_23	1-19	50
2-15	2021_03_23	1-20	50
2-15	2021_03_23	13-7	50
2-15	2021_03_23	14-7	50
2-15	2021_03_23	18-19	50
2-15	2021_03_23	18-2	50
2-15	2021_03_23	19-1	50
2-15	2021_03_23	19-2	50
2-15	2021_03_23	2-1	50
2-15	2021_03_23	20-1	50
2-15	2021_03_23	20-19	50
2-15	2021_03_23	3-19	50
2-15	2021_03_23	7-14	50
2-15	2021_03_23	7-7	50
2-15	2021_03_23	8-14	50
2-15	2021_03_23	8-7	50
2-15	2021_03_23	8-8	50
2-16	2021_03_01	1-1	50
2-16	2021_03_01	1-19	0
2-16	2021_03_01	1-20	50
2-16	2021_03_01	13-7	50
2-16	2021_03_01	14-7	50
2-16	2021_03_01	18-19	50
2-16	2021_03_01	18-2	50
2-16	2021_03_01	19-1	50
2-16	2021_03_01	19-2	50
2-16	2021_03_01	2-1	50
2-16	2021_03_01	20-1	50
2-16	2021_03_01	20-19	50
2-16	2021_03_01	3-19	50
2-16	2021_03_01	7-14	50
2-16	2021_03_01	7-7	50
2-16	2021_03_01	8-14	50
2-16	2021_03_01	8-7	50
2-16	2021_03_01	8-8	50
2-16	2021_03_08	1-1	50
2-16	2021_03_08	1-19	0
2-16	2021_03_08	1-20	50
2-16	2021_03_08	13-7	50
2-16	2021_03_08	14-7	50
2-16	2021_03_08	18-19	50
2-16	2021_03_08	18-2	50
2-16	2021_03_08	19-1	50
2-16	2021_03_08	19-2	50
2-16	2021_03_08	2-1	50
2-16	2021_03_08	20-1	50
2-16	2021_03_08	20-19	50
2-16	2021_03_08	3-19	50
2-16	2021_03_08	7-14	50
2-16	2021_03_08	7-7	50
2-16	2021_03_08	8-14	50
2-16	2021_03_08	8-7	50
2-16	2021_03_08	8-8	50
2-16	2021_03_15	1-1	50
2-16	2021_03_15	1-19	0
2-16	2021_03_15	1-20	50
2-16	2021_03_15	13-7	50
2-16	2021_03_15	14-7	50
2-16	2021_03_15	18-19	50
2-16	2021_03_15	18-2	50
2-16	2021_03_15	19-1	50
2-16	2021_03_15	19-2	50
2-16	2021_03_15	2-1	50
2-16	2021_03_15	20-1	50
2-16	2021_03_15	20-19	50
2-16	2021_03_15	3-19	50
2-16	2021_03_15	7-14	50
2-16	2021_03_15	7-7	50
2-16	2021_03_15	8-14	50
2-16	2021_03_15	8-7	50
2-16	2021_03_15	8-8	50
2-16	2021_03_23	1-1	0
2-16	2021_03_23	1-19	5
2-16	2021_03_23	1-20	5
2-16	2021_03_23	13-7	0
2-16	2021_03_23	14-7	0
2-16	2021_03_23	18-19	0
2-16	2021_03_23	18-2	50
2-16	2021_03_23	19-1	0
2-16	2021_03_23	19-2	0
2-16	2021_03_23	2-1	10
2-16	2021_03_23	20-1	0
2-16	2021_03_23	20-19	0
2-16	2021_03_23	3-19	50
2-16	2021_03_23	7-14	7
2-16	2021_03_23	7-7	7
2-16	2021_03_23	8-14	31
2-16	2021_03_23	8-7	50
2-16	2021_03_23	8-8	7
2-17	2021_03_01	1-1	50
2-17	2021_03_01	1-19	50
2-17	2021_03_01	1-20	0
2-17	2021_03_01	13-7	50
2-17	2021_03_01	14-7	50
2-17	2021_03_01	18-19	50
2-17	2021_03_01	18-2	50
2-17	2021_03_01	19-1	50
2-17	2021_03_01	19-2	50
2-17	2021_03_01	2-1	50
2-17	2021_03_01	20-1	50
2-17	2021_03_01	20-19	50
2-17	2021_03_01	3-19	0
2-17	2021_03_01	7-14	50
2-17	2021_03_01	7-7	50
2-17	2021_03_01	8-14	50
2-17	2021_03_01	8-7	50
2-17	2021_03_01	8-8	50
2-17	2021_03_08	1-1	50
2-17	2021_03_08	1-19	50
2-17	2021_03_08	1-20	0
2-17	2021_03_08	13-7	50
2-17	2021_03_08	14-7	50
2-17	2021_03_08	18-19	50
2-17	2021_03_08	18-2	50
2-17	2021_03_08	19-1	50
2-17	2021_03_08	19-2	50
2-17	2021_03_08	2-1	50
2-17	2021_03_08	20-1	50
2-17	2021_03_08	20-19	50
2-17	2021_03_08	3-19	0
2-17	2021_03_08	7-14	50
2-17	2021_03_08	7-7	50
2-17	2021_03_08	8-14	50
2-17	2021_03_08	8-7	50
2-17	2021_03_08	8-8	50
2-17	2021_03_15	1-1	50
2-17	2021_03_15	1-19	50
2-17	2021_03_15	1-20	0
2-17	2021_03_15	13-7	50
2-17	2021_03_15	14-7	50
2-17	2021_03_15	18-19	50
2-17	2021_03_15	18-2	50
2-17	2021_03_15	19-1	50
2-17	2021_03_15	19-2	50
2-17	2021_03_15	2-1	50
2-17	2021_03_15	20-1	50
2-17	2021_03_15	20-19	50
2-17	2021_03_15	3-19	0
2-17	2021_03_15	7-14	50
2-17	2021_03_15	7-7	50
2-17	2021_03_15	8-14	50
2-17	2021_03_15	8-7	50
2-17	2021_03_15	8-8	50
2-17	2021_03_23	1-1	50
2-17	2021_03_23	1-19	50
2-17	2021_03_23	1-20	0
2-17	2021_03_23	13-7	50
2-17	2021_03_23	14-7	50
2-17	2021_03_23	18-19	50
2-17	2021_03_23	18-2	50
2-17	2021_03_23	19-1	50
2-17	2021_03_23	19-2	50
2-17	2021_03_23	2-1	50
2-17	2021_03_23	20-1	50
2-17	2021_03_23	20-19	50
2-17	2021_03_23	3-19	0
2-17	2021_03_23	7-14	50
2-17	2021_03_23	7-7	50
2-17	2021_03_23	8-14	50
2-17	2021_03_23	8-7	50
2-17	2021_03_23	8-8	50
2-19	2021_03_01	1-1	50
2-19	2021_03_01	1-19	0
2-19	2021_03_01	1-20	50
2-19	2021_03_01	13-7	50
2-19	2021_03_01	14-7	50
2-19	2021_03_01	18-19	50
2-19	2021_03_01	18-2	50
2-19	2021_03_01	19-1	50
2-19	2021_03_01	19-2	50
2-19	2021_03_01	2-1	50
2-19	2021_03_01	20-1	50
2-19	2021_03_01	20-19	50
2-19	2021_03_01	3-19	0
2-19	2021_03_01	7-14	50
2-19	2021_03_01	7-7	50
2-19	2021_03_01	8-14	50
2-19	2021_03_01	8-7	50
2-19	2021_03_01	8-8	50
2-19	2021_03_08	1-1	50
2-19	2021_03_08	1-19	0
2-19	2021_03_08	1-20	50
2-19	2021_03_08	13-7	50
2-19	2021_03_08	14-7	50
2-19	2021_03_08	18-19	50
2-19	2021_03_08	18-2	50
2-19	2021_03_08	19-1	50
2-19	2021_03_08	19-2	50
2-19	2021_03_08	2-1	50
2-19	2021_03_08	20-1	50
2-19	2021_03_08	20-19	50
2-19	2021_03_08	3-19	50
2-19	2021_03_08	7-14	50
2-19	2021_03_08	7-7	50
2-19	2021_03_08	8-14	50
2-19	2021_03_08	8-7	50
2-19	2021_03_08	8-8	50
2-19	2021_03_15	1-1	50
2-19	2021_03_15	1-19	0
2-19	2021_03_15	1-20	50
2-19	2021_03_15	13-7	50
2-19	2021_03_15	14-7	50
2-19	2021_03_15	18-19	50
2-19	2021_03_15	18-2	50
2-19	2021_03_15	19-1	50
2-19	2021_03_15	19-2	50
2-19	2021_03_15	2-1	50
2-19	2021_03_15	20-1	50
2-19	2021_03_15	20-19	50
2-19	2021_03_15	3-19	0
2-19	2021_03_15	7-14	50
2-19	2021_03_15	7-7	50
2-19	2021_03_15	8-14	50
2-19	2021_03_15	8-7	50
2-19	2021_03_15	8-8	50
2-19	2021_03_23	1-1	50
2-19	2021_03_23	1-19	50
2-19	2021_03_23	1-20	50
2-19	2021_03_23	13-7	50
2-19	2021_03_23	14-7	50
2-19	2021_03_23	18-19	50
2-19	2021_03_23	18-2	50
2-19	2021_03_23	19-1	50
2-19	2021_03_23	19-2	50
2-19	2021_03_23	2-1	50
2-19	2021_03_23	20-1	50
2-19	2021_03_23	20-19	50
2-19	2021_03_23	3-19	0
2-19	2021_03_23	7-14	50
2-19	2021_03_23	7-7	50
2-19	2021_03_23	8-14	50
2-19	2021_03_23	8-7	50
2-19	2021_03_23	8-8	50
2-20	2021_03_01	1-1	0
2-20	2021_03_01	1-19	0
2-20	2021_03_01	1-20	4
2-20	2021_03_01	13-7	19
2-20	2021_03_01	14-7	0
2-20	2021_03_01	18-19	34
2-20	2021_03_01	18-2	50
2-20	2021_03_01	19-1	0
2-20	2021_03_01	19-2	0
2-20	2021_03_01	2-1	5
2-20	2021_03_01	20-1	0
2-20	2021_03_01	20-19	0
2-20	2021_03_01	3-19	40
2-20	2021_03_01	7-14	0
2-20	2021_03_01	7-7	7
2-20	2021_03_01	8-14	50
2-20	2021_03_01	8-7	50
2-20	2021_03_01	8-8	0
2-20	2021_03_08	1-1	50
2-20	2021_03_08	1-19	0
2-20	2021_03_08	1-20	0
2-20	2021_03_08	13-7	50
2-20	2021_03_08	14-7	50
2-20	2021_03_08	18-19	50
2-20	2021_03_08	18-2	50
2-20	2021_03_08	19-1	50
2-20	2021_03_08	19-2	50
2-20	2021_03_08	2-1	50
2-20	2021_03_08	20-1	50
2-20	2021_03_08	20-19	50
2-20	2021_03_08	3-19	0
2-20	2021_03_08	7-14	50
2-20	2021_03_08	7-7	50
2-20	2021_03_08	8-14	50
2-20	2021_03_08	8-7	50
2-20	2021_03_08	8-8	50
2-20	2021_03_15	1-1	50
2-20	2021_03_15	1-19	0
2-20	2021_03_15	1-20	0
2-20	2021_03_15	13-7	50
2-20	2021_03_15	14-7	50
2-20	2021_03_15	18-19	50
2-20	2021_03_15	18-2	50
2-20	2021_03_15	19-1	50
2-20	2021_03_15	19-2	50
2-20	2021_03_15	2-1	50
2-20	2021_03_15	20-1	50
2-20	2021_03_15	20-19	50
2-20	2021_03_15	3-19	0
2-20	2021_03_15	7-14	50
2-20	2021_03_15	7-7	50
2-20	2021_03_15	8-14	50
2-20	2021_03_15	8-7	50
2-20	2021_03_15	8-8	50
2-20	2021_03_23	1-1	50
2-20	2021_03_23	1-19	0
2-20	2021_03_23	1-20	0
2-20	2021_03_23	13-7	50
2-20	2021_03_23	14-7	50
2-20	2021_03_23	18-19	50
2-20	2021_03_23	18-2	50
2-20	2021_03_23	19-1	50
2-20	2021_03_23	19-2	50
2-20	2021_03_23	2-1	50
2-20	2021_03_23	20-1	50
2-20	2021_03_23	20-19	50
2-20	2021_03_23	3-19	0
2-20	2021_03_23	7-14	50
2-20	2021_03_23	7-7	50
2-20	2021_03_23	8-14	50
2-20	2021_03_23	8-7	50
2-20	2021_03_23	8-8	50
2-3	2021_03_01	1-1	50
2-3	2021_03_01	1-19	50
2-3	2021_03_01	1-20	50
2-3	2021_03_01	13-7	50
2-3	2021_03_01	14-7	50
2-3	2021_03_01	18-19	50
2-3	2021_03_01	18-2	50
2-3	2021_03_01	19-1	50
2-3	2021_03_01	19-2	50
2-3	2021_03_01	2-1	50
2-3	2021_03_01	20-1	50
2-3	2021_03_01	20-19	50
2-3	2021_03_01	3-19	50
2-3	2021_03_01	7-14	50
2-3	2021_03_01	7-7	50
2-3	2021_03_01	8-14	50
2-3	2021_03_01	8-7	50
2-3	2021_03_01	8-8	50
2-3	2021_03_08	1-1	50
2-3	2021_03_08	1-19	50
2-3	2021_03_08	1-20	50
2-3	2021_03_08	13-7	50
2-3	2021_03_08	14-7	50
2-3	2021_03_08	18-19	50
2-3	2021_03_08	18-2	50
2-3	2021_03_08	19-1	50
2-3	2021_03_08	19-2	50
2-3	2021_03_08	2-1	50
2-3	2021_03_08	20-1	50
2-3	2021_03_08	20-19	50
2-3	2021_03_08	3-19	50
2-3	2021_03_08	7-14	50
2-3	2021_03_08	7-7	50
2-3	2021_03_08	8-14	50
2-3	2021_03_08	8-7	50
2-3	2021_03_08	8-8	50
2-3	2021_03_15	1-1	50
2-3	2021_03_15	1-19	50
2-3	2021_03_15	1-20	50
2-3	2021_03_15	13-7	50
2-3	2021_03_15	14-7	50
2-3	2021_03_15	18-19	50
2-3	2021_03_15	18-2	50
2-3	2021_03_15	19-1	50
2-3	2021_03_15	19-2	50
2-3	2021_03_15	2-1	50
2-3	2021_03_15	20-1	50
2-3	2021_03_15	20-19	50
2-3	2021_03_15	3-19	50
2-3	2021_03_15	7-14	50
2-3	2021_03_15	7-7	50
2-3	2021_03_15	8-14	50
2-3	2021_03_15	8-7	50
2-3	2021_03_15	8-8	50
2-3	2021_03_23	1-1	50
2-3	2021_03_23	1-19	50
2-3	2021_03_23	1-20	50
2-3	2021_03_23	13-7	50
2-3	2021_03_23	14-7	50
2-3	2021_03_23	18-19	50
2-3	2021_03_23	18-2	50
2-3	2021_03_23	19-1	50
2-3	2021_03_23	19-2	50
2-3	2021_03_23	2-1	50
2-3	2021_03_23	20-1	50
2-3	2021_03_23	20-19	50
2-3	2021_03_23	3-19	50
2-3	2021_03_23	7-14	50
2-3	2021_03_23	7-7	50
2-3	2021_03_23	8-14	50
2-3	2021_03_23	8-7	50
2-3	2021_03_23	8-8	50
2-4	2021_03_01	1-1	50
2-4	2021_03_01	1-19	50
2-4	2021_03_01	1-20	50
2-4	2021_03_01	13-7	50
2-4	2021_03_01	14-7	50
2-4	2021_03_01	18-19	50
2-4	2021_03_01	18-2	50
2-4	2021_03_01	19-1	50
2-4	2021_03_01	19-2	50
2-4	2021_03_01	2-1	50
2-4	2021_03_01	20-1	50
2-4	2021_03_01	20-19	50
2-4	2021_03_01	3-19	50
2-4	2021_03_01	7-14	50
2-4	2021_03_01	7-7	50
2-4	2021_03_01	8-14	50
2-4	2021_03_01	8-7	50
2-4	2021_03_01	8-8	50
2-4	2021_03_08	1-1	50
2-4	2021_03_08	1-19	50
2-4	2021_03_08	1-20	50
2-4	2021_03_08	13-7	50
2-4	2021_03_08	14-7	50
2-4	2021_03_08	18-19	50
2-4	2021_03_08	18-2	50
2-4	2021_03_08	19-1	50
2-4	2021_03_08	19-2	50
2-4	2021_03_08	2-1	50
2-4	2021_03_08	20-1	50
2-4	2021_03_08	20-19	50
2-4	2021_03_08	3-19	50
2-4	2021_03_08	7-14	50
2-4	2021_03_08	7-7	50
2-4	2021_03_08	8-14	50
2-4	2021_03_08	8-7	50
2-4	2021_03_08	8-8	50
2-4	2021_03_15	1-1	50
2-4	2021_03_15	1-19	50
2-4	2021_03_15	1-20	50
2-4	2021_03_15	13-7	50
2-4	2021_03_15	14-7	50
2-4	2021_03_15	18-19	50
2-4	2021_03_15	18-2	50
2-4	2021_03_15	19-1	50
2-4	2021_03_15	19-2	50
2-4	2021_03_15	2-1	50
2-4	2021_03_15	20-1	50
2-4	2021_03_15	20-19	50
2-4	2021_03_15	3-19	50
2-4	2021_03_15	7-14	50
2-4	2021_03_15	7-7	50
2-4	2021_03_15	8-14	50
2-4	2021_03_15	8-7	50
2-4	2021_03_15	8-8	50
2-4	2021_03_23	1-1	50
2-4	2021_03_23	1-19	50
2-4	2021_03_23	1-20	50
2-4	2021_03_23	13-7	50
2-4	2021_03_23	14-7	50
2-4	2021_03_23	18-19	50
2-4	2021_03_23	18-2	50
2-4	2021_03_23	19-1	50
2-4	2021_03_23	19-2	50
2-4	2021_03_23	2-1	50
2-4	2021_03_23	20-1	50
2-4	2021_03_23	20-19	50
2-4	2021_03_23	3-19	50
2-4	2021_03_23	7-14	50
2-4	2021_03_23	7-7	50
2-4	2021_03_23	8-14	50
2-4	2021_03_23	8-7	50
2-4	2021_03_23	8-8	50
2-5	2021_03_01	1-1	50
2-5	2021_03_01	1-19	50
2-5	2021_03_01	1-20	50
2-5	2021_03_01	13-7	50
2-5	2021_03_01	14-7	50
2-5	2021_03_01	18-19	50
2-5	2021_03_01	18-2	50
2-5	2021_03_01	19-1	50
2-5	2021_03_01	19-2	50
2-5	2021_03_01	2-1	50
2-5	2021_03_01	20-1	50
2-5	2021_03_01	20-19	50
2-5	2021_03_01	3-19	50
2-5	2021_03_01	7-14	50
2-5	2021_03_01	7-7	50
2-5	2021_03_01	8-14	50
2-5	2021_03_01	8-7	50
2-5	2021_03_01	8-8	50
2-5	2021_03_08	1-1	50
2-5	2021_03_08	1-19	50
2-5	2021_03_08	1-20	50
2-5	2021_03_08	13-7	50
2-5	2021_03_08	14-7	50
2-5	2021_03_08	18-19	50
2-5	2021_03_08	18-2	50
2-5	2021_03_08	19-1	50
2-5	2021_03_08	19-2	50
2-5	2021_03_08	2-1	50
2-5	2021_03_08	20-1	50
2-5	2021_03_08	20-19	50
2-5	2021_03_08	3-19	50
2-5	2021_03_08	7-14	50
2-5	2021_03_08	7-7	50
2-5	2021_03_08	8-14	50
2-5	2021_03_08	8-7	50
2-5	2021_03_08	8-8	50
2-5	2021_03_15	1-1	50
2-5	2021_03_15	1-19	50
2-5	2021_03_15	1-20	50
2-5	2021_03_15	13-7	50
2-5	2021_03_15	14-7	50
2-5	2021_03_15	18-19	50
2-5	2021_03_15	18-2	50
2-5	2021_03_15	19-1	50
2-5	2021_03_15	19-2	50
2-5	2021_03_15	2-1	50
2-5	2021_03_15	20-1	50
2-5	2021_03_15	20-19	50
2-5	2021_03_15	3-19	50
2-5	2021_03_15	7-14	50
2-5	2021_03_15	7-7	50
2-5	2021_03_15	8-14	50
2-5	2021_03_15	8-7	50
2-5	2021_03_15	8-8	50
2-5	2021_03_23	1-1	50
2-5	2021_03_23	1-19	50
2-5	2021_03_23	1-20	50
2-5	2021_03_23	13-7	50
2-5	2021_03_23	14-7	50
2-5	2021_03_23	18-19	50
2-5	2021_03_23	18-2	50
2-5	2021_03_23	19-1	50
2-5	2021_03_23	19-2	50
2-5	2021_03_23	2-1	50
2-5	2021_03_23	20-1	50
2-5	2021_03_23	20-19	50
2-5	2021_03_23	3-19	50
2-5	2021_03_23	7-14	50
2-5	2021_03_23	7-7	50
2-5	2021_03_23	8-14	50
2-5	2021_03_23	8-7	50
2-5	2021_03_23	8-8	50
2-6	2021_03_01	1-1	50
2-6	2021_03_01	1-19	50
2-6	2021_03_01	1-20	50
2-6	2021_03_01	13-7	50
2-6	2021_03_01	14-7	50
2-6	2021_03_01	18-19	50
2-6	2021_03_01	18-2	50
2-6	2021_03_01	19-1	50
2-6	2021_03_01	19-2	50
2-6	2021_03_01	2-1	50
2-6	2021_03_01	20-1	50
2-6	2021_03_01	20-19	50
2-6	2021_03_01	3-19	50
2-6	2021_03_01	7-14	50
2-6	2021_03_01	7-7	50
2-6	2021_03_01	8-14	50
2-6	2021_03_01	8-7	50
2-6	2021_03_01	8-8	50
2-6	2021_03_08	1-1	50
2-6	2021_03_08	1-19	50
2-6	2021_03_08	1-20	50
2-6	2021_03_08	13-7	50
2-6	2021_03_08	14-7	50
2-6	2021_03_08	18-19	50
2-6	2021_03_08	18-2	50
2-6	2021_03_08	19-1	50
2-6	2021_03_08	19-2	50
2-6	2021_03_08	2-1	50
2-6	2021_03_08	20-1	0
2-6	2021_03_08	20-19	50
2-6	2021_03_08	3-19	50
2-6	2021_03_08	7-14	50
2-6	2021_03_08	7-7	50
2-6	2021_03_08	8-14	50
2-6	2021_03_08	8-7	50
2-6	2021_03_08	8-8	50
2-6	2021_03_15	1-1	50
2-6	2021_03_15	1-19	50
2-6	2021_03_15	1-20	50
2-6	2021_03_15	13-7	50
2-6	2021_03_15	14-7	50
2-6	2021_03_15	18-19	50
2-6	2021_03_15	18-2	50
2-6	2021_03_15	19-1	50
2-6	2021_03_15	19-2	50
2-6	2021_03_15	2-1	50
2-6	2021_03_15	20-1	50
2-6	2021_03_15	20-19	50
2-6	2021_03_15	3-19	50
2-6	2021_03_15	7-14	50
2-6	2021_03_15	7-7	50
2-6	2021_03_15	8-14	50
2-6	2021_03_15	8-7	50
2-6	2021_03_15	8-8	50
2-6	2021_03_23	1-1	50
2-6	2021_03_23	1-19	50
2-6	2021_03_23	1-20	50
2-6	2021_03_23	13-7	50
2-6	2021_03_23	14-7	50
2-6	2021_03_23	18-19	50
2-6	2021_03_23	18-2	50
2-6	2021_03_23	19-1	0
2-6	2021_03_23	19-2	50
2-6	2021_03_23	2-1	50
2-6	2021_03_23	20-1	50
2-6	2021_03_23	20-19	50
2-6	2021_03_23	3-19	50
2-6	2021_03_23	7-14	50
2-6	2021_03_23	7-7	50
2-6	2021_03_23	8-14	50
2-6	2021_03_23	8-7	50
2-6	2021_03_23	8-8	50
2-7	2021_03_01	1-1	50
2-7	2021_03_01	1-19	50
2-7	2021_03_01	1-20	50
2-7	2021_03_01	13-7	50
2-7	2021_03_01	14-7	50
2-7	2021_03_01	18-19	50
2-7	2021_03_01	18-2	50
2-7	2021_03_01	19-1	50
2-7	2021_03_01	19-2	50
2-7	2021_03_01	2-1	50
2-7	2021_03_01	20-1	50
2-7	2021_03_01	20-19	50
2-7	2021_03_01	3-19	50
2-7	2021_03_01	7-14	50
2-7	2021_03_01	7-7	50
2-7	2021_03_01	8-14	50
2-7	2021_03_01	8-7	50
2-7	2021_03_01	8-8	50
2-7	2021_03_08	1-1	50
2-7	2021_03_08	1-19	50
2-7	2021_03_08	1-20	50
2-7	2021_03_08	13-7	50
2-7	2021_03_08	14-7	50
2-7	2021_03_08	18-19	50
2-7	2021_03_08	18-2	50
2-7	2021_03_08	19-1	50
2-7	2021_03_08	19-2	50
2-7	2021_03_08	2-1	50
2-7	2021_03_08	20-1	50
2-7	2021_03_08	20-19	50
2-7	2021_03_08	3-19	50
2-7	2021_03_08	7-14	50
2-7	2021_03_08	7-7	50
2-7	2021_03_08	8-14	50
2-7	2021_03_08	8-7	50
2-7	2021_03_08	8-8	50
2-7	2021_03_15	1-1	50
2-7	2021_03_15	1-19	50
2-7	2021_03_15	1-20	50
2-7	2021_03_15	13-7	50
2-7	2021_03_15	14-7	50
2-7	2021_03_15	18-19	50
2-7	2021_03_15	18-2	50
2-7	2021_03_15	19-1	50
2-7	2021_03_15	19-2	50
2-7	2021_03_15	2-1	50
2-7	2021_03_15	20-1	50
2-7	2021_03_15	20-19	50
2-7	2021_03_15	3-19	50
2-7	2021_03_15	7-14	50
2-7	2021_03_15	7-7	50
2-7	2021_03_15	8-14	50
2-7	2021_03_15	8-7	50
2-7	2021_03_15	8-8	50
2-7	2021_03_23	1-1	50
2-7	2021_03_23	1-19	50
2-7	2021_03_23	1-20	50
2-7	2021_03_23	13-7	50
2-7	2021_03_23	14-7	50
2-7	2021_03_23	18-19	50
2-7	2021_03_23	18-2	50
2-7	2021_03_23	19-1	50
2-7	2021_03_23	19-2	50
2-7	2021_03_23	2-1	50
2-7	2021_03_23	20-1	50
2-7	2021_03_23	20-19	50
2-7	2021_03_23	3-19	50
2-7	2021_03_23	7-14	50
2-7	2021_03_23	7-7	50
2-7	2021_03_23	8-14	50
2-7	2021_03_23	8-7	50
2-7	2021_03_23	8-8	50
2-8	2021_03_01	1-1	50
2-8	2021_03_01	1-19	50
2-8	2021_03_01	1-20	50
2-8	2021_03_01	13-7	50
2-8	2021_03_01	14-7	50
2-8	2021_03_01	18-19	50
2-8	2021_03_01	18-2	50
2-8	2021_03_01	19-1	50
2-8	2021_03_01	19-2	50
2-8	2021_03_01	2-1	50
2-8	2021_03_01	20-1	50
2-8	2021_03_01	20-19	50
2-8	2021_03_01	3-19	50
2-8	2021_03_01	7-14	50
2-8	2021_03_01	7-7	50
2-8	2021_03_01	8-14	50
2-8	2021_03_01	8-7	50
2-8	2021_03_01	8-8	50
2-8	2021_03_08	1-1	50
2-8	2021_03_08	1-19	50
2-8	2021_03_08	1-20	50
2-8	2021_03_08	13-7	50
2-8	2021_03_08	14-7	50
2-8	2021_03_08	18-19	50
2-8	2021_03_08	18-2	50
2-8	2021_03_08	19-1	50
2-8	2021_03_08	19-2	50
2-8	2021_03_08	2-1	50
2-8	2021_03_08	20-1	50
2-8	2021_03_08	20-19	50
2-8	2021_03_08	3-19	50
2-8	2021_03_08	7-14	50
2-8	2021_03_08	7-7	50
2-8	2021_03_08	8-14	50
2-8	2021_03_08	8-7	50
2-8	2021_03_08	8-8	50
2-8	2021_03_15	1-1	50
2-8	2021_03_15	1-19	50
2-8	2021_03_15	1-20	50
2-8	2021_03_15	13-7	50
2-8	2021_03_15	14-7	50
2-8	2021_03_15	18-19	50
2-8	2021_03_15	18-2	50
2-8	2021_03_15	19-1	50
2-8	2021_03_15	19-2	50
2-8	2021_03_15	2-1	50
2-8	2021_03_15	20-1	50
2-8	2021_03_15	20-19	50
2-8	2021_03_15	3-19	50
2-8	2021_03_15	7-14	50
2-8	2021_03_15	7-7	50
2-8	2021_03_15	8-14	50
2-8	2021_03_15	8-7	50
2-8	2021_03_15	8-8	50
2-8	2021_03_23	1-1	50
2-8	2021_03_23	1-19	50
2-8	2021_03_23	1-20	50
2-8	2021_03_23	13-7	50
2-8	2021_03_23	14-7	50
2-8	2021_03_23	18-19	50
2-8	2021_03_23	18-2	50
2-8	2021_03_23	19-1	50
2-8	2021_03_23	19-2	50
2-8	2021_03_23	2-1	50
2-8	2021_03_23	20-1	50
2-8	2021_03_23	20-19	50
2-8	2021_03_23	3-19	50
2-8	2021_03_23	7-14	50
2-8	2021_03_23	7-7	50
2-8	2021_03_23	8-14	50
2-8	2021_03_23	8-7	50
2-8	2021_03_23	8-8	50
20-1	2021_03_01	1-1	50
20-1	2021_03_01	1-19	50
20-1	2021_03_01	1-20	50
20-1	2021_03_01	13-7	50
20-1	2021_03_01	14-7	50
20-1	2021_03_01	18-19	50
20-1	2021_03_01	18-2	50
20-1	2021_03_01	19-1	50
20-1	2021_03_01	19-2	50
20-1	2021_03_01	2-1	50
20-1	2021_03_01	20-1	50
20-1	2021_03_01	20-19	0
20-1	2021_03_01	3-19	50
20-1	2021_03_01	7-14	50
20-1	2021_03_01	7-7	50
20-1	2021_03_01	8-14	50
20-1	2021_03_01	8-7	50
20-1	2021_03_01	8-8	0
20-1	2021_03_08	1-1	50
20-1	2021_03_08	1-19	50
20-1	2021_03_08	1-20	50
20-1	2021_03_08	13-7	50
20-1	2021_03_08	14-7	50
20-1	2021_03_08	18-19	50
20-1	2021_03_08	18-2	50
20-1	2021_03_08	19-1	50
20-1	2021_03_08	19-2	50
20-1	2021_03_08	2-1	50
20-1	2021_03_08	20-1	50
20-1	2021_03_08	20-19	0
20-1	2021_03_08	3-19	50
20-1	2021_03_08	7-14	50
20-1	2021_03_08	7-7	50
20-1	2021_03_08	8-14	50
20-1	2021_03_08	8-7	50
20-1	2021_03_08	8-8	0
20-1	2021_03_15	1-1	50
20-1	2021_03_15	1-19	50
20-1	2021_03_15	1-20	50
20-1	2021_03_15	13-7	50
20-1	2021_03_15	14-7	50
20-1	2021_03_15	18-19	50
20-1	2021_03_15	18-2	50
20-1	2021_03_15	19-1	50
20-1	2021_03_15	19-2	50
20-1	2021_03_15	2-1	50
20-1	2021_03_15	20-1	50
